TransactionID;CustomerID;Products;Timestamp
16307;C853;Chickpeas, Chips, Strawberry, Cracker;19/03/2025
16308;C543;Egg, Fish, Cereal, Pizza, Ice Cream, Cheese;11/02/2025
16309;C562;Onion, Strawberry, Chocolate, Beans, Fish, Chips, Cucumber, Yogurt, Banana, Lentil;11/01/2025
16310;C93;Juice, Beans, Sausage;02/02/2025
16311;C760;Juice, Sausage, Honey, Detergent, Cereal, Lentil, Tomato, Strawberry, Apple;09/01/2025
16312;C700;Ice Cream, Bread, Lentil;23/01/2025
16313;C345;Soap, Cheese, Tomato, Cookie, Honey, Chickpeas, Water, Fish;16/01/2025
16314;C854;Rice, Cereal, Milk, Soda, Bread, Potato, Apple;28/02/2025
16315;C202;Soda, Dish Sponge, Milk, Dumpling, Water, Butter, Soap;11/04/2025
16316;C492;Lentil, Water, Butter, Sausage;01/03/2025
16317;C127;Chocolate, Ice Cream, Flatbread with Meat, Rice, Lentil, Cheese;20/03/2025
16318;C70;Sausage, Banana, Cola, Strawberry, Cookie, Minced Meat, Water, Butter, Milk, Yogurt;22/04/2025
16319;C644;Dish Sponge, Soap, Yogurt, Rice, Chips;02/02/2025
16320;C623;Tomato, Chicken, Soda, Chocolate, Cracker, Water, Dish Sponge;27/02/2025
16321;C641;Shampoo, Strawberry, Cereal, Chicken, Yogurt, Bread;25/02/2025
16322;C637;Honey, Sausage, Beans;10/01/2025
16323;C843;Chicken, Flatbread with Meat, Cucumber, Honey;14/04/2025
16324;C376;Pizza, Apple, Beans, Milk, Lentil, Rice, Juice, Butter, Cereal, Orange;01/02/2025
16325;C266;Lentil, Cucumber, Chocolate, Soda, Chicken, Water, Minced Meat, Cereal;05/03/2025
16326;C421;Pizza, Apple, Soap, Potato, Minced Meat, Detergent, Butter;27/01/2025
16327;C757;Chocolate, Orange, Apple, Honey, Onion, Bread, Minced Meat, Flatbread with Meat;30/04/2025
16328;C812;Chicken, Potato, Dish Sponge, Shampoo, Cola, Cookie, Dumpling;28/02/2025
16329;C785;Honey, Fish, Soda, Beans, Lentil;30/01/2025
16330;C124;Orange, Yogurt, Shampoo, Chicken, Bread, Honey, Detergent, Apple;12/04/2025
16331;C963;Beans, Butter, Pizza, Cucumber, Cracker, Egg;25/04/2025
16332;C590;Cola, Fish, Minced Meat;07/04/2025
16333;C540;Strawberry, Water, Rice, Cheese, Onion, Ice Cream, Cookie, Cola, Potato, Chicken;16/03/2025
16334;C79;Apple, Water, Cheese;27/02/2025
16335;C635;Egg, Fish, Dumpling, Cookie, Ice Cream;21/02/2025
16336;C785;Milk, Water, Chickpeas, Cracker, Dumpling, Potato, Cereal;23/04/2025
16337;C856;Detergent, Bread, Milk, Banana, Cheese, Dish Sponge, Beans, Cereal;01/02/2025
16338;C961;Chickpeas, Cheese, Dish Sponge, Tomato;19/04/2025
16339;C216;Cookie, Minced Meat, Pizza, Shampoo, Dish Sponge, Yogurt, Juice;11/01/2025
16340;C196;Cheese, Dish Sponge, Soap, Water, Juice, Chickpeas, Rice, Cracker;03/03/2025
16341;C737;Egg, Cheese, Lentil, Yogurt, Onion, Fish;02/01/2025
16342;C823;Minced Meat, Tomato, Fish, Cookie, Cheese, Lentil, Cracker, Water, Chicken;20/02/2025
16343;C560;Tomato, Banana, Egg, Ice Cream, Butter, Orange, Chicken;27/02/2025
16344;C85;Pizza, Tomato, Soap, Apple, Juice, Strawberry, Chips, Onion, Chicken, Cereal;01/02/2025
16345;C267;Egg, Soda, Ice Cream, Chickpeas;15/04/2025
16346;C898;Tomato, Apple, Chicken, Honey, Onion, Lentil, Pizza, Soda;25/02/2025
16347;C523;Orange, Flatbread with Meat, Fish, Beans, Dumpling, Shampoo, Honey, Chocolate, Cheese, Minced Meat;20/02/2025
16348;C747;Detergent, Cereal, Cracker, Beans, Onion;16/01/2025
16349;C227;Strawberry, Cracker, Honey;27/01/2025
16350;C737;Chickpeas, Chips, Cheese, Apple, Soda;27/04/2025
16351;C792;Dumpling, Chickpeas, Detergent, Minced Meat;12/04/2025
16352;C918;Chips, Cucumber, Cola, Dumpling, Honey, Juice, Soda, Cheese, Flatbread with Meat, Yogurt;09/04/2025
16353;C784;Rice, Cheese, Yogurt, Ice Cream, Cereal, Flatbread with Meat;18/03/2025
16354;C841;Butter, Cheese, Potato, Beans, Chocolate, Sausage, Dish Sponge, Orange, Flatbread with Meat;12/04/2025
16355;C703;Fish, Detergent, Tomato;16/01/2025
16356;C854;Water, Cookie, Sausage, Honey, Dumpling, Banana, Soap, Cucumber;24/04/2025
16357;C378;Cheese, Banana, Tomato, Orange, Strawberry;03/04/2025
16358;C310;Chips, Water, Beans, Chocolate, Dish Sponge, Milk, Cheese, Sausage, Honey;19/03/2025
16359;C139;Cucumber, Pizza, Cereal, Banana;05/03/2025
16360;C811;Soap, Chips, Cookie, Fish, Cracker, Minced Meat, Beans;17/01/2025
16361;C193;Cookie, Orange, Cheese, Ice Cream, Sausage;22/01/2025
16362;C845;Cookie, Juice, Flatbread with Meat, Yogurt;31/01/2025
16363;C757;Minced Meat, Soap, Potato, Tomato;14/03/2025
16364;C372;Juice, Cola, Chocolate, Dish Sponge, Cracker, Butter, Chicken;16/01/2025
16365;C228;Shampoo, Pizza, Chicken, Yogurt, Soap, Bread, Orange, Banana, Strawberry, Minced Meat;11/02/2025
16366;C110;Orange, Chickpeas, Cola, Tomato, Beans;04/03/2025
16367;C118;Egg, Chicken, Honey, Dumpling, Ice Cream, Milk, Cookie, Onion, Cereal;08/03/2025
16368;C206;Milk, Apple, Chickpeas, Pizza, Shampoo, Cucumber, Cereal;29/03/2025
16369;C408;Cucumber, Orange, Soda, Cola, Shampoo, Chickpeas, Cheese, Flatbread with Meat, Butter;05/02/2025
16370;C833;Rice, Apple, Soap, Cheese, Chocolate, Ice Cream, Cucumber, Chips;21/03/2025
16371;C626;Cereal, Chips, Strawberry;09/03/2025
16372;C657;Cracker, Egg, Chips, Cereal, Chocolate, Butter, Cola;06/03/2025
16373;C860;Cucumber, Chicken, Egg, Chocolate;09/01/2025
16374;C742;Tomato, Detergent, Bread, Beans, Dish Sponge;08/03/2025
16375;C314;Cracker, Cucumber, Shampoo, Water, Banana;04/03/2025
16376;C760;Soda, Juice, Pizza, Dish Sponge, Rice, Yogurt;21/01/2025
16377;C733;Cucumber, Egg, Yogurt, Milk, Butter, Onion, Orange, Beans, Dumpling, Cereal;22/01/2025
16378;C392;Apple, Yogurt, Banana, Sausage, Soda, Flatbread with Meat;27/03/2025
16379;C841;Beans, Onion, Soda, Butter, Cookie;01/04/2025
16380;C805;Orange, Cookie, Chicken;10/04/2025
16381;C840;Minced Meat, Cereal, Flatbread with Meat, Bread, Pizza;20/02/2025
16382;C456;Cheese, Milk, Onion, Chickpeas, Ice Cream, Honey, Beans, Cereal;28/03/2025
16383;C633;Pizza, Water, Dumpling, Onion, Milk, Orange, Shampoo, Minced Meat;01/04/2025
16384;C867;Soap, Fish, Potato, Cereal, Chicken, Banana, Detergent, Dish Sponge, Soda;11/01/2025
16385;C737;Minced Meat, Potato, Milk, Banana, Sausage, Dish Sponge, Egg, Honey, Apple, Onion;13/01/2025
16386;C733;Honey, Soap, Bread, Onion, Chocolate, Cracker;15/04/2025
16387;C517;Cereal, Cheese, Yogurt, Cracker;06/03/2025
16388;C526;Cereal, Cola, Dumpling, Yogurt;10/02/2025
16389;C895;Dumpling, Pizza, Water, Yogurt, Tomato, Soda, Apple;24/02/2025
16390;C211;Yogurt, Beans, Detergent, Lentil, Strawberry, Fish, Honey;01/04/2025
16391;C434;Flatbread with Meat, Ice Cream, Orange, Soda, Potato, Cookie;26/02/2025
16392;C7;Strawberry, Cracker, Tomato, Sausage, Juice;12/04/2025
16393;C964;Soda, Sausage, Minced Meat, Orange, Honey, Strawberry;03/01/2025
16394;C48;Onion, Potato, Ice Cream, Fish, Rice, Dish Sponge, Minced Meat, Cracker;26/02/2025
16395;C372;Soda, Juice, Milk, Chocolate, Apple, Fish, Soap, Water, Ice Cream, Cola;16/01/2025
16396;C690;Tomato, Ice Cream, Butter, Dish Sponge, Soda, Apple, Potato;16/02/2025
16397;C385;Detergent, Yogurt, Potato;22/02/2025
16398;C179;Orange, Rice, Detergent, Milk, Bread, Yogurt, Cheese;05/01/2025
16399;C122;Dish Sponge, Cereal, Chocolate, Fish, Chips, Cucumber, Milk, Soda, Potato, Egg;13/04/2025
16400;C606;Chips, Fish, Soap, Apple, Chocolate, Rice, Beans, Chickpeas;18/04/2025
16401;C673;Sausage, Bread, Flatbread with Meat, Tomato, Pizza, Egg;11/01/2025
16402;C605;Milk, Pizza, Egg, Juice, Fish, Cola, Cheese, Beans, Flatbread with Meat, Dumpling, Cereal;06/03/2025
16403;C763;Orange, Beans, Bread, Dish Sponge, Chips, Chicken, Apple;06/01/2025
16404;C675;Flatbread with Meat, Bread, Soda, Chicken, Milk, Cola, Beans, Cereal;21/01/2025
16405;C456;Sausage, Yogurt, Orange;30/03/2025
16406;C91;Cheese, Cracker, Detergent, Lentil;04/04/2025
16407;C458;Cheese, Tomato, Juice, Orange;22/02/2025
16408;C218;Banana, Pizza, Apple, Sausage, Juice, Minced Meat;16/04/2025
16409;C577;Cereal, Detergent, Water, Apple, Cola, Cracker;27/01/2025
16410;C720;Soap, Cola, Onion, Cookie, Dumpling, Cucumber, Rice;17/03/2025
16411;C691;Chips, Milk, Beans, Chocolate, Cereal;07/02/2025
16412;C371;Strawberry, Cereal, Potato, Cola, Lentil, Ice Cream, Water;05/01/2025
16413;C591;Apple, Chocolate, Chicken, Cucumber, Lentil, Cheese, Tomato, Dumpling, Egg, Detergent;19/01/2025
16414;C150;Potato, Cookie, Dish Sponge, Soda;24/04/2025
16415;C484;Honey, Ice Cream, Cheese, Pizza, Shampoo, Milk, Apple, Dish Sponge;06/03/2025
16416;C109;Chickpeas, Rice, Apple, Potato, Pizza;13/02/2025
16417;C7;Flatbread with Meat, Sausage, Milk, Soda, Egg, Bread, Chicken, Cereal;18/02/2025
16418;C279;Potato, Chocolate, Chickpeas, Cucumber, Dumpling, Dish Sponge, Cola, Strawberry, Soda;07/04/2025
16419;C699;Butter, Fish, Cucumber, Sausage, Milk, Minced Meat, Potato;26/04/2025
16420;C708;Banana, Cucumber, Beans, Rice, Strawberry;29/03/2025
16421;C211;Lentil, Pizza, Chips;19/03/2025
16422;C722;Milk, Dish Sponge, Honey, Sausage, Egg, Detergent, Cucumber, Chickpeas, Bread, Cereal;29/04/2025
16423;C892;Tomato, Rice, Sausage, Banana, Chips;01/01/2025
16424;C866;Strawberry, Cookie, Minced Meat, Honey, Soda;02/03/2025
16425;C848;Dish Sponge, Cereal, Dumpling, Detergent, Beans, Fish, Butter, Rice, Egg;08/02/2025
16426;C745;Egg, Minced Meat, Sausage, Dish Sponge, Cola, Soap, Chips, Detergent, Dumpling, Strawberry;19/04/2025
16427;C154;Pizza, Juice, Milk, Ice Cream, Dish Sponge, Cookie, Soap;26/02/2025
16428;C174;Rice, Lentil, Cereal, Chicken, Strawberry;13/02/2025
16429;C461;Cheese, Pizza, Cola, Sausage, Cucumber, Honey, Juice;11/02/2025
16430;C686;Cola, Soap, Soda, Shampoo, Chips, Water, Cheese, Sausage, Lentil, Detergent;28/01/2025
16431;C814;Banana, Egg, Butter, Soda, Cereal, Ice Cream;07/03/2025
16432;C380;Banana, Cereal, Cracker, Bread, Yogurt, Cookie, Cucumber, Soda;14/04/2025
16433;C460;Yogurt, Chips, Chickpeas, Honey, Shampoo;10/04/2025
16434;C717;Milk, Bread, Detergent, Cracker, Fish;31/03/2025
16435;C361;Egg, Cookie, Chickpeas;14/03/2025
16436;C93;Rice, Yogurt, Cracker, Chicken, Butter, Detergent, Soap;21/03/2025
16437;C379;Water, Shampoo, Fish, Cola, Detergent, Strawberry, Chickpeas, Flatbread with Meat, Cheese, Orange;28/03/2025
16438;C360;Honey, Shampoo, Dish Sponge, Cookie, Dumpling, Strawberry, Bread, Yogurt;27/04/2025
16439;C170;Yogurt, Onion, Honey, Cola, Soda, Butter;29/01/2025
16440;C594;Dish Sponge, Detergent, Honey, Egg, Cheese, Ice Cream, Lentil;15/04/2025
16441;C234;Minced Meat, Chips, Sausage, Detergent, Tomato, Soda, Apple, Chicken, Ice Cream, Cucumber;07/01/2025
16442;C716;Chickpeas, Orange, Cheese, Detergent;28/04/2025
16443;C819;Ice Cream, Minced Meat, Pizza, Flatbread with Meat, Dish Sponge, Juice, Detergent;16/03/2025
16444;C970;Chocolate, Chicken, Bread, Yogurt, Cola, Minced Meat;02/01/2025
16445;C820;Banana, Strawberry, Chocolate;19/03/2025
16446;C214;Cookie, Dumpling, Water, Lentil;19/03/2025
16447;C109;Beans, Bread, Juice;23/04/2025
16448;C231;Rice, Tomato, Ice Cream, Cheese, Chips;24/01/2025
16449;C860;Butter, Soap, Cereal, Cracker, Apple;10/01/2025
16450;C177;Apple, Banana, Tomato, Soap, Beans, Cheese, Shampoo, Soda;03/03/2025
16451;C992;Cucumber, Orange, Yogurt, Banana, Milk, Cookie, Cereal;11/01/2025
16452;C128;Cracker, Tomato, Soda, Milk, Beans, Fish;20/04/2025
16453;C257;Tomato, Soap, Chips, Cracker, Bread, Rice, Strawberry, Chocolate, Milk, Cereal;03/01/2025
16454;C67;Tomato, Chicken, Shampoo, Soda, Strawberry, Water;16/02/2025
16455;C978;Chips, Bread, Flatbread with Meat, Fish;22/03/2025
16456;C949;Cereal, Chickpeas, Beans, Juice, Lentil, Minced Meat, Egg, Butter;10/03/2025
16457;C127;Chickpeas, Chicken, Dish Sponge, Cookie;01/03/2025
16458;C80;Dumpling, Cucumber, Cheese;28/03/2025
16459;C302;Pizza, Orange, Apple, Bread, Chickpeas;04/03/2025
16460;C517;Sausage, Soda, Rice, Banana;11/02/2025
16461;C307;Bread, Soap, Dish Sponge, Dumpling, Cucumber, Sausage, Yogurt, Chips, Chicken, Cereal;30/03/2025
16462;C141;Soap, Shampoo, Chickpeas, Rice, Honey, Ice Cream, Flatbread with Meat;19/01/2025
16463;C375;Chickpeas, Dish Sponge, Lentil, Chocolate;22/02/2025
16464;C90;Soap, Banana, Chicken, Ice Cream, Cracker, Dumpling, Apple;22/04/2025
16465;C964;Fish, Minced Meat, Beans, Apple, Chocolate;17/03/2025
16466;C407;Honey, Chicken, Onion, Egg, Cola, Banana, Pizza;31/01/2025
16467;C857;Apple, Rice, Milk, Egg, Butter, Ice Cream, Cereal;19/03/2025
16468;C924;Apple, Cucumber, Butter, Soap, Chickpeas, Minced Meat, Dish Sponge, Egg;02/04/2025
16469;C336;Egg, Minced Meat, Water, Chickpeas, Flatbread with Meat, Cookie, Orange, Bread;06/04/2025
16470;C852;Banana, Water, Cola, Cookie;09/04/2025
16471;C38;Cheese, Orange, Chips, Water, Bread, Dumpling, Soda, Milk, Cucumber, Strawberry, Cereal;11/03/2025
16472;C305;Onion, Cracker, Water, Egg, Minced Meat, Cookie, Beans, Chickpeas;19/03/2025
16473;C298;Dumpling, Orange, Chicken, Cucumber, Water, Pizza, Detergent, Minced Meat, Onion;31/01/2025
16474;C343;Soda, Egg, Flatbread with Meat;11/01/2025
16475;C192;Cheese, Bread, Cookie, Dish Sponge, Banana, Soda, Egg, Orange;05/01/2025
16476;C653;Potato, Cookie, Flatbread with Meat, Juice, Chickpeas, Yogurt, Water, Ice Cream, Soap;02/02/2025
16477;C299;Chicken, Bread, Chocolate, Banana, Rice;07/03/2025
16478;C196;Lentil, Beans, Ice Cream, Orange, Soda;14/01/2025
16479;C461;Milk, Beans, Cracker, Honey, Lentil, Egg, Cereal;02/01/2025
16480;C761;Flatbread with Meat, Tomato, Cereal, Cola, Dish Sponge, Banana, Milk, Chickpeas, Cracker, Rice;13/02/2025
16481;C15;Honey, Cheese, Shampoo, Banana, Onion;29/04/2025
16482;C277;Shampoo, Strawberry, Cereal, Sausage, Lentil, Soda, Chocolate, Chickpeas, Cheese, Dish Sponge;03/02/2025
16483;C516;Butter, Pizza, Ice Cream, Dish Sponge, Cereal, Lentil, Strawberry, Beans;11/03/2025
16484;C94;Honey, Cereal, Rice, Detergent, Apple;22/03/2025
16485;C849;Honey, Minced Meat, Soda, Shampoo, Soap, Onion, Detergent, Chips, Juice;16/02/2025
16486;C763;Rice, Flatbread with Meat, Chicken;19/02/2025
16487;C565;Chickpeas, Strawberry, Banana, Bread, Rice, Yogurt, Tomato, Milk, Cereal;23/01/2025
16488;C560;Honey, Shampoo, Cucumber;02/01/2025
16489;C105;Chips, Apple, Dish Sponge, Juice, Rice, Sausage;19/04/2025
16490;C439;Cookie, Butter, Fish, Honey, Dumpling, Rice, Juice;26/01/2025
16491;C887;Minced Meat, Tomato, Cracker, Detergent, Cucumber, Pizza, Onion, Bread;23/04/2025
16492;C311;Detergent, Ice Cream, Beans, Lentil;03/04/2025
16493;C779;Yogurt, Soap, Chips, Orange, Cookie, Banana, Strawberry, Ice Cream, Water, Chickpeas;22/03/2025
16494;C38;Chips, Detergent, Soda, Pizza, Flatbread with Meat, Sausage, Chocolate, Apple, Ice Cream;17/01/2025
16495;C801;Chickpeas, Lentil, Flatbread with Meat, Sausage, Egg, Butter;26/04/2025
16496;C624;Orange, Cookie, Cheese, Juice, Strawberry, Ice Cream;17/03/2025
16497;C481;Butter, Orange, Lentil, Chocolate, Pizza, Chicken, Bread, Tomato;12/03/2025
16498;C85;Juice, Egg, Beans, Fish, Chocolate, Banana, Soap, Water;15/03/2025
16499;C213;Flatbread with Meat, Chickpeas, Beans, Cereal, Bread, Pizza;18/03/2025
16500;C276;Dumpling, Cereal, Yogurt, Honey, Ice Cream, Dish Sponge, Bread, Rice, Juice;25/03/2025
16501;C30;Soda, Shampoo, Sausage, Fish, Yogurt;14/02/2025
16502;C490;Lentil, Chocolate, Cheese, Cereal, Fish, Soap, Sausage, Pizza;04/02/2025
16503;C77;Sausage, Banana, Chips, Chicken, Chickpeas, Orange, Egg, Yogurt, Fish;18/01/2025
16504;C365;Cracker, Soda, Detergent, Cheese, Shampoo, Soap, Cucumber;03/03/2025
16505;C632;Yogurt, Honey, Cracker, Orange, Detergent;02/03/2025
16506;C636;Flatbread with Meat, Yogurt, Tomato, Strawberry, Dish Sponge, Cucumber, Ice Cream;19/01/2025
16507;C842;Chocolate, Bread, Apple, Soda, Detergent, Chicken, Dish Sponge, Juice;24/01/2025
16508;C765;Chocolate, Rice, Lentil, Cola, Chicken;24/03/2025
16509;C658;Flatbread with Meat, Honey, Fish, Water, Butter, Cookie, Cola, Cereal, Potato, Ice Cream;24/01/2025
16510;C372;Flatbread with Meat, Pizza, Bread, Dish Sponge, Banana, Butter, Sausage;03/02/2025
16511;C686;Juice, Egg, Cereal, Lentil, Potato, Soda, Cracker;16/04/2025
16512;C919;Minced Meat, Lentil, Cereal, Egg, Dumpling, Butter, Cola, Chocolate, Dish Sponge;20/01/2025
16513;C162;Ice Cream, Chocolate, Shampoo, Chickpeas, Egg, Fish;27/04/2025
16514;C190;Yogurt, Ice Cream, Cola, Onion, Rice, Chicken, Cheese;07/04/2025
16515;C114;Detergent, Soda, Soap, Dumpling, Tomato, Potato, Dish Sponge;21/02/2025
16516;C814;Honey, Rice, Sausage, Cereal;11/01/2025
16517;C400;Rice, Dumpling, Cheese, Banana, Milk, Cucumber, Shampoo, Chips;27/04/2025
16518;C327;Milk, Strawberry, Cola, Dish Sponge, Juice, Yogurt, Chocolate, Cereal;12/02/2025
16519;C399;Yogurt, Dish Sponge, Chips, Chicken, Soap, Minced Meat;18/03/2025
16520;C265;Pizza, Onion, Flatbread with Meat, Ice Cream;28/04/2025
16521;C609;Beans, Chocolate, Shampoo, Soap;29/04/2025
16522;C625;Cereal, Dumpling, Chips, Beans, Onion, Cookie, Orange;23/04/2025
16523;C88;Shampoo, Detergent, Chips, Beans, Rice, Chocolate, Strawberry, Chickpeas, Lentil, Pizza;13/01/2025
16524;C468;Chicken, Cookie, Pizza, Detergent;09/02/2025
16525;C198;Cucumber, Bread, Banana, Orange, Sausage, Soda;03/01/2025
16526;C846;Onion, Cracker, Butter, Flatbread with Meat, Potato, Soap, Apple, Honey;17/03/2025
16527;C771;Honey, Chips, Tomato, Dumpling, Chickpeas;10/02/2025
16528;C10;Water, Butter, Banana, Lentil, Chicken, Apple;23/04/2025
16529;C449;Chips, Chocolate, Milk, Chicken, Ice Cream, Orange, Cereal;26/01/2025
16530;C424;Chocolate, Cheese, Ice Cream, Juice, Minced Meat, Butter, Sausage, Cookie;08/01/2025
16531;C499;Pizza, Potato, Dish Sponge, Egg, Cola, Lentil, Yogurt, Chicken, Rice, Apple;24/01/2025
16532;C537;Flatbread with Meat, Chocolate, Chickpeas, Apple, Cucumber, Cereal, Cracker, Soap, Sausage;02/02/2025
16533;C186;Strawberry, Fish, Milk, Sausage, Honey, Dumpling, Cereal, Detergent, Dish Sponge, Flatbread with Meat;20/01/2025
16534;C466;Milk, Cracker, Onion, Egg, Soda, Banana, Chips, Tomato;26/03/2025
16535;C861;Chips, Sausage, Soap, Bread, Dish Sponge, Chocolate, Cola;07/03/2025
16536;C204;Tomato, Detergent, Sausage;06/03/2025
16537;C261;Honey, Cracker, Flatbread with Meat, Butter, Pizza, Orange, Ice Cream, Chocolate, Apple;07/03/2025
16538;C152;Chicken, Soap, Potato, Tomato, Milk, Rice, Shampoo, Cereal, Cola, Flatbread with Meat;10/01/2025
16539;C517;Cereal, Lentil, Sausage, Detergent, Dumpling, Water;30/04/2025
16540;C373;Lentil, Cola, Ice Cream, Dish Sponge, Cheese, Potato, Chocolate, Chips, Flatbread with Meat;20/02/2025
16541;C887;Honey, Minced Meat, Chips, Milk, Egg, Pizza, Apple, Cereal;22/01/2025
16542;C418;Juice, Cheese, Pizza, Dumpling;07/03/2025
16543;C383;Potato, Sausage, Chickpeas, Shampoo, Cereal, Orange, Fish, Soap, Rice, Honey;04/04/2025
16544;C312;Strawberry, Pizza, Cereal;25/02/2025
16545;C359;Pizza, Flatbread with Meat, Cracker, Sausage, Honey, Cola, Cheese;11/04/2025
16546;C67;Cheese, Egg, Beans, Dumpling;17/02/2025
16547;C401;Orange, Onion, Butter, Ice Cream, Flatbread with Meat, Honey, Dish Sponge, Chickpeas;04/03/2025
16548;C422;Milk, Water, Dish Sponge, Tomato, Cereal;26/03/2025
16549;C559;Minced Meat, Butter, Tomato, Bread, Dish Sponge, Shampoo, Pizza, Cheese;08/01/2025
16550;C198;Chicken, Potato, Detergent;25/04/2025
16551;C854;Sausage, Milk, Yogurt, Detergent, Cereal;24/04/2025
16552;C599;Cola, Rice, Egg, Cracker, Tomato, Cheese, Beans;20/02/2025
16553;C106;Potato, Yogurt, Orange, Pizza, Beans, Soda, Cereal;02/03/2025
16554;C155;Orange, Cola, Tomato, Chips;24/04/2025
16555;C924;Detergent, Honey, Tomato, Flatbread with Meat, Cereal, Pizza, Cola, Chicken, Dumpling, Soda;28/03/2025
16556;C803;Honey, Soda, Soap, Juice;09/04/2025
16557;C805;Soap, Rice, Chips, Lentil;06/04/2025
16558;C416;Dish Sponge, Flatbread with Meat, Detergent, Cucumber, Soda, Cereal, Lentil, Beans;11/04/2025
16559;C970;Bread, Pizza, Water, Cola, Ice Cream, Dumpling;27/04/2025
16560;C191;Strawberry, Apple, Ice Cream, Cereal, Juice, Yogurt, Shampoo, Minced Meat;08/03/2025
16561;C731;Cucumber, Flatbread with Meat, Detergent, Ice Cream, Strawberry, Shampoo, Soda, Soap, Water;28/01/2025
16562;C682;Onion, Ice Cream, Cookie;12/04/2025
16563;C879;Milk, Cheese, Minced Meat, Egg, Apple, Rice, Beans;08/04/2025
16564;C453;Soap, Minced Meat, Detergent, Cereal, Cheese, Fish, Banana, Yogurt, Chickpeas;16/02/2025
16565;C712;Juice, Cola, Potato, Ice Cream, Cookie, Chips, Cracker, Lentil, Soda, Egg;05/02/2025
16566;C496;Juice, Dish Sponge, Onion, Fish, Water, Cucumber, Chicken, Soap, Ice Cream;02/03/2025
16567;C723;Orange, Soda, Honey, Banana, Water, Sausage;03/03/2025
16568;C14;Cheese, Chips, Onion;03/02/2025
16569;C93;Flatbread with Meat, Honey, Potato, Bread;03/04/2025
16570;C689;Sausage, Honey, Dumpling, Flatbread with Meat, Strawberry;18/01/2025
16571;C690;Onion, Strawberry, Cheese, Chicken, Tomato, Shampoo, Orange;06/02/2025
16572;C138;Cola, Detergent, Fish, Dish Sponge, Sausage, Minced Meat, Potato, Chickpeas, Cereal, Chocolate;07/04/2025
16573;C243;Orange, Lentil, Fish, Cracker, Soap, Egg, Juice, Cereal, Sausage, Cookie;19/03/2025
16574;C680;Chips, Orange, Bread, Honey;12/01/2025
16575;C617;Chocolate, Soda, Potato, Pizza, Detergent;06/02/2025
16576;C801;Soap, Cucumber, Butter, Fish, Detergent, Banana, Apple, Rice, Honey;28/03/2025
16577;C23;Cucumber, Sausage, Minced Meat, Cheese, Soda, Chickpeas;23/01/2025
16578;C499;Chips, Soap, Chickpeas, Rice, Yogurt, Banana, Minced Meat, Water, Fish;21/01/2025
16579;C530;Cracker, Minced Meat, Egg, Soda, Cereal, Pizza, Cheese, Chocolate, Cola;11/01/2025
16580;C747;Apple, Flatbread with Meat, Tomato, Chicken;23/04/2025
16581;C798;Apple, Tomato, Soda, Orange, Cola, Flatbread with Meat, Cucumber, Bread, Pizza, Chickpeas;17/04/2025
16582;C564;Soda, Chickpeas, Egg, Ice Cream, Minced Meat;05/04/2025
16583;C196;Detergent, Soda, Apple, Chickpeas, Sausage, Chicken, Cheese, Cookie, Cereal;07/04/2025
16584;C525;Minced Meat, Potato, Onion;16/01/2025
16585;C210;Potato, Bread, Milk, Egg, Cola, Rice, Cracker, Cookie, Minced Meat, Cereal;19/04/2025
16586;C584;Cola, Strawberry, Cookie, Dish Sponge, Egg, Apple, Shampoo, Chicken, Tomato, Sausage;04/02/2025
16587;C776;Chocolate, Fish, Detergent, Cracker, Tomato, Orange, Sausage, Strawberry, Onion;31/03/2025
16588;C363;Strawberry, Lentil, Banana, Chicken, Fish;03/03/2025
16589;C630;Water, Yogurt, Dumpling, Dish Sponge, Banana;06/01/2025
16590;C764;Cheese, Lentil, Chips, Cucumber, Cookie, Rice, Soap, Cracker;05/02/2025
16591;C100;Fish, Yogurt, Soap, Dumpling, Chicken, Tomato, Juice, Sausage, Pizza;01/02/2025
16592;C860;Pizza, Beans, Tomato, Rice, Dumpling, Cereal, Onion;04/03/2025
16593;C594;Rice, Tomato, Pizza, Orange, Cookie, Yogurt, Soap, Water;10/03/2025
16594;C533;Sausage, Potato, Dish Sponge, Bread, Cola, Chickpeas;30/03/2025
16595;C419;Cereal, Minced Meat, Butter, Cola, Honey, Banana, Potato, Cucumber, Tomato, Detergent;11/01/2025
16596;C871;Cola, Fish, Minced Meat, Pizza, Water, Honey, Chicken, Cookie;25/03/2025
16597;C790;Soda, Juice, Cola, Chicken, Cracker, Rice, Water, Chips;02/04/2025
16598;C420;Dumpling, Ice Cream, Onion, Potato, Yogurt, Egg, Shampoo, Apple;11/03/2025
16599;C234;Soda, Fish, Butter, Bread;02/04/2025
16600;C701;Milk, Ice Cream, Cheese, Minced Meat, Cookie, Cereal;25/01/2025
16601;C140;Cracker, Fish, Onion, Milk;24/03/2025
16602;C845;Detergent, Rice, Strawberry, Cucumber;28/04/2025
16603;C464;Cola, Chicken, Water;08/03/2025
16604;C949;Cola, Tomato, Minced Meat, Chicken, Pizza, Chips, Beans, Sausage;25/02/2025
16605;C906;Tomato, Flatbread with Meat, Water, Shampoo, Cheese, Dumpling, Rice, Butter, Detergent;15/01/2025
16606;C402;Tomato, Ice Cream, Cereal, Minced Meat, Juice, Cola, Cheese, Orange, Chicken;01/04/2025
16607;C987;Cereal, Honey, Fish, Sausage, Dish Sponge, Flatbread with Meat;11/01/2025
